DAY1

032100Z - 040000Z
5%
LABEL: 39.53  -92.23
44.90 -105.64 40 N    GCC
45.00 -103.71 40 SSW  2WX
44.69 -102.84 45 NNE  RAP
44.74 -101.76 50 N    PHP
44.14  -98.36 20 SSW  HON
43.59  -96.73 0  -    FSD
42.60  -94.06 10 ENE  FOD
41.25  -92.04 25 ENE  OTM
40.16  -91.44 20 NW   UIN
39.31  -92.09 35 NNE  COU
38.52  -92.77 35 W    JEF
38.50  -94.19 40 SE   OJC
38.52  -96.26 15 NNW  EMP
37.82  -98.45 35 WSW  HUT
37.19  -99.81 40 SSE  DDC
37.52 -101.46 45 NW   LBL
38.78 -102.28 30 S    ITR
40.83 -103.82 50 WSW  SNY
41.25 -104.96 10 NW   CYS
42.09 -106.28 50 ENE  RWL
42.88 -106.85 20 W    CPR
44.13 -107.00 45 S    SHR
44.90 -105.64 40 N    GCC
$$
15%
LABEL: 39.12  -98.19
43.90 -105.05 40 SE   GCC
44.01 -102.66 20 E    RAP
43.70 -101.95 30 SW   PHP
43.72 -101.25 30 SE   PHP
43.72 -100.25 45 S    PIR
43.11  -97.85 25 WNW  YKN
42.81  -96.93 25 ESE  YKN
41.79  -94.21 35 WNW  DSM
40.73  -93.05 40 S    OXV
39.56  -94.00 30 SW   CDJ
39.07  -94.68 0  -    MKC
39.05  -96.23 25 ESE  MHK
39.24  -98.14 35 SW   CNK
38.50  -99.98 50 N    DDC
38.47 -100.90 40 NNW  GCK
39.17 -101.39 20 SE   GLD
40.54 -102.40 40 W    IML
41.53 -103.88 30 SSW  BFF
42.49 -105.38 20 S    DGW
43.50 -105.49 50 N    DGW
43.90 -105.05 40 SE   GCC
$$
30%
LABEL: 40.99  -98.83
40.05  -95.90 15 W    FNB
40.46  -98.04 25 ESE  HSI
40.58 -100.16 35 NE   MCK
41.45 -100.56 25 NNE  LBF
42.25  -99.53 30 SE   ANW
42.00  -97.82 20 W    OFK
41.80  -96.66 25 W    TQE
41.41  -94.29 35 WSW  DSM
40.54  -93.84 0  -    LWD
40.06  -94.17 35 WNW  CDJ
40.05  -95.90 15 W    FNB
$$
$$
$$
SIGNIFICANT SEVERE
LABEL: -1 -1
39.67 -101.30 30 NE   GLD
41.01 -101.36 35 WSW  LBF
42.37 -102.85 20 N    AIA
42.26 -100.35 30 SW   ANW
42.32  -97.31 25 NNE  OFK
41.79  -94.24 35 WNW  DSM
40.76  -93.07 40 S    OXV
39.63  -93.98 25 WSW  CDJ
39.12  -94.63 0  -    MKC
39.08  -96.11 25 W    TOP
39.23  -98.19 35 SW   CNK
38.53  -99.86 55 N    DDC
38.51 -100.88 40 NNW  GCK
39.67 -101.30 30 NE   GLD
$$
