1369079926,1369083076,9999999999,0,1369080489,1369083542,9999999999,0,1369081203,1369084012,9999999999,0,1369081611,1369084358,9999999999,0,1369081738,1369084374,9999999999,0,1369081827,1369083623,9999999999,0,1369082140,1369083639,9999999999,0,1369082264,1369083470,9999999999,0,1369082417,1369083277,9999999999,0,1369081905,1369083376,9999999999,0,1369081838,1369083242,1369082112,1369082617,1369081733,1369082654,1369081885,1369082310,1369081777,1369082587,1369081885,1369082310,1369081803,1369082462,1369081862,1369082273,1369081821,1369082311,1369081831,1369082211
1369079927,1369083076,9999999999,0,1369080490,1369083551,9999999999,0,1369081201,1369084026,9999999999,0,1369081610,1369084358,9999999999,0,1369081736,1369084391,9999999999,0,1369081823,1369083642,9999999999,0,1369082132,1369083663,9999999999,0,1369082251,1369083502,9999999999,0,1369082396,1369083314,9999999999,0,1369081904,1369083389,9999999999,0,1369081839,1369083247,1369082113,1369082621,1369081734,1369082656,1369081888,1369082311,1369081778,1369082589,1369081888,1369082311,1369081805,1369082464,1369081863,1369082274,1369081823,1369082313,1369081833,1369082212
1369079699,1369083076,9999999999,0,1369080241,1369083240,9999999999,0,1369080907,1369083669,9999999999,0,1369081283,1369084197,9999999999,0,1369081405,1369083975,9999999999,0,1369081494,1369083284,9999999999,0,1369081747,1369083323,9999999999,0,1369081850,1369083172,9999999999,0,1369081966,1369083013,9999999999,0,1369081627,1369082981,9999999999,0,1369081590,1369082833,1369081800,1369082311,1369081519,1369082329,1369081628,1369082052,1369081564,1369082262,1369081628,1369082052,1369081597,1369082153,1369081614,1369082025,1369081768,1369082030,1369081768,1369081981
1369079600,1369083076,9999999999,0,1369080120,1369083117,9999999999,0,1369080759,1369083535,9999999999,0,1369081120,1369084035,9999999999,0,1369081242,1369083819,9999999999,0,1369081323,1369083149,9999999999,0,1369081542,1369083215,9999999999,0,1369081628,1369083086,9999999999,0,1369081723,1369082942,9999999999,0,1369081483,1369082805,1369081858,1369082074,1369081468,1369082630,1369081647,1369082160,1369081418,1369082166,1369081507,1369081916,1369081462,1369082097,1369081507,1369081916,1369081511,1369082000,1369081511,1369081898,1369081768,1369081885,1369081768,1369081863
1369079557,1369083076,9999999999,0,1369080071,1369083038,9999999999,0,1369080704,1369083439,9999999999,0,1369081061,1369083922,9999999999,0,1369081183,1369083706,9999999999,0,1369081268,1369083043,9999999999,0,1369081485,1369083101,9999999999,0,1369081571,1369082972,9999999999,0,1369081670,1369082823,9999999999,0,1369081432,1369082707,1369081812,1369081981,1369081417,1369082547,1369081584,1369082098,1369081373,1369082103,1369081451,1369081870,1369081417,1369082036,1369081451,1369081870,1369081511,1369081938,1369081511,1369081852,1369081768,1369081832,1369081768,1369081820
1369079927,1369083076,9999999999,0,1369080489,1369083558,9999999999,0,1369081200,1369084036,9999999999,0,1369081607,1369084358,9999999999,0,1369081734,1369084403,9999999999,0,1369081818,1369083657,9999999999,0,1369082125,1369083683,9999999999,0,1369082240,1369083527,9999999999,0,1369082378,1369083339,9999999999,0,1369081902,1369083399,9999999999,0,1369081840,1369083250,1369082112,1369082623,1369081735,1369082657,1369081890,1369082310,1369081780,1369082590,1369081890,1369082310,1369081805,1369082465,1369081864,1369082275,1369081824,1369082313,1369081834,1369082211
1369079950,1369083076,9999999999,0,1369080515,1369083580,9999999999,0,1369081232,1369084058,9999999999,0,1369081643,1369084358,9999999999,0,1369081770,1369084428,9999999999,0,1369081857,1369083673,9999999999,0,1369082173,1369083691,9999999999,0,1369082296,1369083524,9999999999,0,1369082447,1369083335,9999999999,0,1369081932,1369083427,9999999999,0,1369081864,1369083287,1369082144,1369082652,1369081755,1369082688,1369081913,1369082337,1369081799,1369082622,1369081913,1369082337,1369081825,1369082495,1369081888,1369082299,1369081842,1369082341,1369081855,1369082235
1369079950,1369083076,9999999999,0,1369080515,1369083580,9999999999,0,1369081232,1369084058,9999999999,0,1369081643,1369084358,9999999999,0,1369081770,1369084427,9999999999,0,1369081857,1369083672,9999999999,0,1369082173,1369083691,9999999999,0,1369082296,1369083523,9999999999,0,1369082447,1369083334,9999999999,0,1369081932,1369083426,9999999999,0,1369081864,1369083287,1369082144,1369082651,1369081755,1369082688,1369081913,1369082336,1369081799,1369082621,1369081913,1369082336,1369081825,1369082495,1369081888,1369082299,1369081841,1369082340,1369081855,1369082235
1369079951,1369083076,9999999999,0,1369080516,1369083580,9999999999,0,1369081233,1369084059,9999999999,0,1369081644,1369084358,9999999999,0,1369081770,1369084429,9999999999,0,1369081858,1369083673,9999999999,0,1369082173,1369083692,9999999999,0,1369082296,1369083524,9999999999,0,1369082448,1369083335,9999999999,0,1369081933,1369083427,9999999999,0,1369081864,1369083288,1369082145,1369082652,1369081756,1369082689,1369081914,1369082337,1369081800,1369082622,1369081914,1369082337,1369081826,1369082496,1369081888,1369082299,1369081842,1369082341,1369081856,1369082235
1369079951,1369083076,9999999999,0,1369080516,1369083580,9999999999,0,1369081233,1369084059,9999999999,0,1369081644,1369084358,9999999999,0,1369081771,1369084428,9999999999,0,1369081858,1369083673,9999999999,0,1369082174,1369083691,9999999999,0,1369082297,1369083523,9999999999,0,1369082448,1369083334,9999999999,0,1369081933,1369083427,9999999999,0,1369081864,1369083288,1369082145,1369082652,1369081756,1369082689,1369081914,1369082337,1369081800,1369082622,1369081914,1369082337,1369081826,1369082496,1369081888,1369082299,1369081842,1369082341,1369081856,1369082235
